ticker,date,stock_price,conversion_price,implied_vol_pct,risk_free_rate_pct,remaining_maturity,option_value,delta,option_value_per_bond,option_value_pct
CDP,2024-01-17,24.91,29.8328,26.1956,3.9427,4.6626,5.590282,0.613039,187.3868,18.73868
CDP,2024-01-18,24.6,29.8328,24.6597,3.9742,4.6598,5.088181,0.59841,170.5563,17.055632
CDP,2024-01-19,24.85,29.8328,24.3221,4.0062,4.6571,5.185347,0.605417,173.8133,17.381335
CDP,2024-01-22,24.95,29.8328,24.2317,3.9815,4.6489,5.209746,0.606873,174.6312,17.463121
CDP,2024-01-23,24.71,29.8328,23.8361,3.9942,4.6461,4.979701,0.598216,166.9201,16.692008
CDP,2024-01-24,24.32,29.8328,25.9991,4.026,4.6434,5.200552,0.597405,174.323,17.432301
CDP,2024-01-25,24.45,29.8328,23.8288,3.987,4.6407,4.807264,0.58954,161.14,16.113996
CDP,2024-01-26,24.36,29.8328,24.2968,4.0013,4.6379,4.853615,0.589351,162.6937,16.269366
CDP,2024-01-29,24.45,29.8328,26.1213,3.9443,4.6297,5.258323,0.598583,176.2595,17.625951
CDP,2024-01-30,24.32,29.8328,25.8866,3.9515,4.627,5.129351,0.593805,171.9363,17.193634
CDP,2024-01-31,23.56,29.8328,27.9682,3.8831,4.6242,5.057207,0.58068,169.5181,16.951809
CDP,2024-02-01,23.39,29.8328,28.699,3.7808,4.6215,5.058737,0.576973,169.5694,16.956937
CDP,2024-02-02,23.1,29.8328,29.7656,3.911,4.6188,5.143318,0.578852,172.4045,17.240454
CDP,2024-02-05,22.57,29.8328,28.836,4.0388,4.6105,4.722395,0.562719,158.2951,15.829514
CDP,2024-02-06,23.02,29.8328,29.3395,4.0018,4.6078,5.044826,0.576547,169.1031,16.910306
CDP,2024-02-07,22.89,29.8328,28.6077,4.0081,4.6051,4.83736,0.568971,162.1488,16.21488
CDP,2024-02-08,23.35,29.8328,33.2559,4.0583,4.6023,6.030686,0.607784,202.1492,20.214919
CDP,2024-02-09,23.87,29.8328,34.426,4.0852,4.5996,6.591999,0.625782,220.9645,22.096445
CDP,2024-02-12,24.52,29.8328,34.0953,4.0848,4.5914,6.92616,0.637768,232.1656,23.216557
CDP,2024-02-13,23.89,29.8328,33.405,4.2229,4.5886,6.447122,0.624375,216.1082,21.610817
CDP,2024-02-14,24.35,29.8328,34.1088,4.208,4.5859,6.865132,0.63696,230.1199,23.011992
CDP,2024-02-15,24.57,29.8328,33.2353,4.1864,4.5832,6.821136,0.6374,228.6452,22.864516
CDP,2024-02-16,24.08,29.8328,29.9921,4.2358,4.5804,5.889119,0.613237,197.4039,19.740386
CDP,2024-02-20,24.18,29.8328,27.981,4.219,4.5695,5.529054,0.60565,185.3344,18.533443
CDP,2024-02-21,24.2,29.8328,28.3775,4.2514,4.5667,5.632539,0.608836,188.8033,18.880326
CDP,2024-02-22,24.17,29.8328,29.9844,4.2841,4.564,5.946764,0.616106,199.3361,19.933612
CDP,2024-02-23,24.12,29.8328,31.0815,4.2522,4.5613,6.117581,0.618839,205.0619,20.506191
CDP,2024-02-26,23.66,29.8328,27.8027,4.2691,4.553,5.170821,0.591079,173.3264,17.332644
